Empresa;Cotação;Divida_Liquida;Custos;Lucro_Liquido;Lucro_Bruto;Margem_Bruta;Margem_Liquida;Divida_Bruta;Divida_Liquida.1;Roic;ROE;Receita_Liquida;EBITA;EBIT;Impostos;Margem_EBITA;Dy;P/VP;P/L;VPA;LPA
CELESC;59.99;1.44;-8860000000.0;612580000.0;1.39;13.58;5.98;2470000000.0;;13.46;5.07;10250000000.0;925180000.0;1.22;-161400000.0;11.9;0.47;0.72;3.78;82.99;15.88
RIO PARANAPANEMA;23.69;589060000.0;-798120000.0;338930000.0;625060000.0;43.92;23.82;906320000.0;;14.04;4.25;1.42;548030000.0;819990000.0;-130970000.0;57.62;13.56;1.08;6.6;21.86;3.59
CEDRO TÊXTIL;16.0;232150000.0;-923860000.0;40240000.0;295060000.0;24.21;3.3;247520000.0;;33.64;7.7;1.22;147580000.0;166420000.0;-13580000.0;13.65;0.0;1.06;8.81;15.08;1.82
BANCO MERCANTIL DO BRASIL;15.41;-1.98;-2070000000.0;222610000.0;2190000000.0;51.41;5.23;0.0;;15.91;4.17;4250000000.0;261000000.0;0.0;-38390000.0;0.0;4.46;1.15;7.24;13.35;2.13
AMPLA ENERGIA E SERVICOS;15.9;4640000000.0;-6440000000.0;-56890000.0;1.35;17.29;-0.73;5320000000.0;;8.49;-0.27;7780000000.0;948020000.0;1.61;-29910000.0;20.74;0.0;0.7;-67.13;22.86;-0.24
BIOMM;4.5;109730000.0;-102980000.0;-85580000.0;19130000.0;15.67;-70.09;159350000.0;;-28.34;-15.77;122100000.0;-78930000.0;-67010000.00000001;-508000.0;-54.88;0.0;3.02;-4.13;1.49;-1.09
SONDOTECNICA ENGENHARIA SOLOS S.A.;34.43;-32480000.0;-96990000.0;18940000.0;66780000.0;40.78;11.56;0.0;-32480000.0;24.29;7.79;163770000.0;28670000.0;31250000.0;-15150000.0;19.08;0.0;1.52;5.16;22.64;6.67
CONSTRUTORA ADOLPHO LINDENBERG;14.2;49660000.0;-122480000.0;18220000.0;42460000.0;25.75;11.05;61930000.0;;25.95;17.95;164930000.0;27010000.0;27280000.0;-3050000.0;16.54;3.15;1.74;2.9;8.16;4.9
BANCO ALFA DE INVESTIMENTO;11.36;-5820000000.0;-2800000000.0;-16770000.0;602430000.0;17.73;-0.49;0.0;;5.52;-0.24;3400000000.0;155390000.0;0.0;-60620000.0;0.0;1.39;0.59;9.98;19.37;1.14
BICICLETAS MONARK;297.7;-153120000.0;-12800000.0;26860000.0;4660000.0;26.71;153.9;6520000.0;;0.78;3.35;17450000.0;9070000.0;10280000.0;-7470000.0;58.91;19.41;0.68;5.04;435.49;59.07
PETTENATI;11.21;146400000.0;-718760000.0;62820000.0;146960000.0;17.02;7.27;255290000.0;;10.67;4.25;863630000.0;81840000.0;70730000.0;-15130000.0;8.19;2.84;1.46;14.71;7.7;0.76
ALPHAVILLE;4.46;959570000.0;-249660000.0;-515290000.0;90960000.0;26.7;-151.28;1.1;;-47.28;-31.19;340620000.0;-262870000.0;-257160000.00000003;-12840000.0;-75.5;0.0;-0.25;-0.25;-18.05;-18.03
ALFA HOLDINGS;7.55;-66190000.0;0.0;66390000.0;0.0;0.0;0.0;0.0;-66190000.0;5.49;1.57;0.0;60190000.0;60190000.0;-1580.0;0.0;0.0;0.6;9.63;12.6;0.78
BANCO NORDESTE DO BRASIL;91.96;-4050000000.0;-4680000000.0;2230000000.0;3950000000.0;45.79;25.87;0.0;;24.01;6.11;8630000000.0;3750000000.0;0.0;-1.38;0.0;3.85;0.81;3.56;114.18;25.85
ENERGISA MATO GROSSO;62.49;4470000000.0;-4870000000.0;974590000.0;2120000000.0;30.32;13.95;5480000000.0;;17.79;7.66;6990000000.0;1.7;1.97;-150980000.0;28.14;4.97;4.2;14.04;14.87;4.45
BANCO BANESE;25.86;-80320000.0;-753470000.0;61660000.0;417410000.0;35.65;5.27;0.0;;9.94;2.59;1.17;65260000.00000001;85710000.0;5860000.0;7.32;13.27;0.73;7.09;35.35;3.65
DOHLER;7.0;23980000.0;-534090000.00000006;-9380000.0;121350000.0;18.51;-1.43;107020000.0;;-1.92;-0.33;655440000.0;-10710000.0;8070000.0;-4740000.0;1.23;0.0;0.76;-56.43;9.24;-0.12
PLASCAR PARTICIPAÇÕES;7.7;285720000.0;-799790000.0;21680000.0;108090000.0;11.91;2.39;292820000.0;;12.26;-1.39;907880000.0;54430000.0;95540000.0;58570000.0;10.52;0.0;-0.29;4.41;-26.29;1.74
MUNDIAL S/A;54.0;375700000.0;-501850000.0;912870000.0;307010000.0;37.96;112.86;380430000.0;;-34.7;-345.7;808870000.0;103090000.0;98000000.0;294100000.0;12.12;0.0;0.79;0.15;68.57;368.05
BANCO DE BRASILIA S.A.;14.0;-2950000000.0;-4070000000.000001;305610000.0;1.76;30.22;5.24;0.0;;8.39;3.37;5830000000.0;257820000.0;0.0;66250000.0;0.0;0.33;2.23;16.63;6.29;0.84
GENERAL SHOPPING;14.5;1.66;-49060000.0;-18590000.0;105150000.0;68.19;-12.06;1.77;;2.83;-0.58;154200000.0;42840000.0;45070000.0;-14180000.0;29.22;0.0;-0.04;-1.5;-392.36;-9.64
HABITASUL;56.5;155650000.0;-10440000.0;119750000.0;90340000.0;89.64;118.83;246530000.0;;16.34;5.81;100780000.0;134930000.0;136450000.0;-989000.0;135.4;5.13;0.9;4.31;62.76;13.11
JOSAPAR JOAQUIM OLIVEIRA S/A PARTICIPAÇÕES;21.0;651570000.0;-1.76;21830000.0;431650000.0;19.66;0.99;1.18;;5.61;0.89;2200000000.0;104380000.0;119780000.0;5900000.0;5.45;3.91;0.39;15.52;53.87;1.35
FINANCEIRA ALFA S.A.;6.1;-6830000000.0;-1.48;-20330000.0;378210000.0;19.34;-1.04;0.0;;-0.01;-0.48;1.96;592000.0;0.0;665000.0;0.0;0.0;0.6;33.77;10.23;0.18
CIA PARTICIPAÇÕES ALIANÇA DA BAHIA;33.9;-111960000.0;-10500000.0;22810000.0;38790000.0;78.72;46.29;114910000.0;;1.82;0.83;49270000.0;16570000.0;21480000.0;-1900.0;43.58;2.28;0.63;19.1;53.93;1.78
FERBASA;57.01;-714570000.0;-1.84;682640000.0;990950000.0;35.06;24.15;317050000.0;;15.93;5.47;2830000000.0;678630000.0;818140000.0;-115220000.0;28.95;5.22;1.56;7.38;36.46;7.73
CEEE-D;36.97;2510000000.0;-4090000000.0;-300030000.0;836010000.0;15.21;-5.46;3960000000.0;;36.98;-2.7;5490000000.0;405240000.0;564470000.0;1490.0;10.27;0.0;-0.88;-8.41;-42.07;-4.4
PANATLANTICA;25.15;-84170000.0;-1.84;24470000.0;170520000.0;8.48;1.22;497380000.0;;2.77;0.72;2010000000.0;58850000.0;76440000.0;-21680000.0;3.8;1.92;0.71;24.6;35.33;1.02
METALFRIO SOLUTIONS;45.05;1.36;-1.56;-92170000.0;311350000.0;16.64;-4.93;1.51;;9.49;-7.07;1.87;113380000.0;168750000.0;-10110000.0;9.02;0.0;-0.44;-1.76;-101.49;-25.59
SÃO PAULO TURISMO S.A.;16.59;-32510000.0;-304800000.0;74930000.0;165490000.0;35.19;15.93;4370000.0;-32510000.0;683.72;-105.92;470270000.0;100890000.0;107130000.0;-12370000.0;22.78;0.0;16.53;1.89;1.0;8.77
MRS LOGÍSTICA S.A.;26.5;3250000000.0;-3150000000.0;1.05;2770000000.0;46.74;17.7;4480000000.0;3250000000.0;15.94;4.63;5920000000.0;2110000000.0;3030000000.0;-445040000.0;51.12;0.0;1.5;8.6;17.63;3.08
ESTRELA;12.59;75280000.0;-91920000.0;-64599999.99999999;81920000.0;47.12;-37.16;76230000.0;;-2.18;-3.13;173840000.0;10100000.0;12590000.0;0.0;7.24;0.0;-0.19;-1.58;-66.76;-7.99
WLM INDÚSTRIA E COMÉRCIO;27.34;-2310000.0;-1.94;113320000.0;278600000.0;12.56;5.11;155180000.0;;13.8;4.49;2220000000.0;156410000.0;160580000.0;-44810000.0;7.24;2.89;1.52;8.78;17.94;3.11
GRUPO CASAS BAHIA S.A;0.75;7820000000.0;-21280000000.0;-1.16;9410000000.0;30.67;-3.76;8690000000.0;;-4.45;-5.64;30700000000.0;561000000.0;1.67;1.15;5.43;0.0;0.39;-1.54;1.94;-0.49
MONTEIRO ARANHA S.A.;388.0;-248660000.0;0.0;1.32;0.0;0.0;0.0;876850000.0;;39.32;29.59;0.0;1.17;962020000.0;216780000.0;0.0;0.46;3.06;5.74;127.0;67.59
DTCOM - DIRECT TO COMPANY S.A.;5.06;-23000.0;-8490000.0;1920.0;1060.0;11.13;20.09;1080.0;;147.4;-58.23;9560000.0;1050.0;1090.0;0.0;11.44;0.0;-153.05;29.34;-0.03;0.17
BANCO MERCANTIL DE INVESTIMENTOS;22.4;-2440000.0;-16480000.0;9370000.0;22400000.0;57.62;24.11;0.0;;6.83;1.75;38870000.0;11990000.0;0.0;-2780000.0;0.0;0.0;0.8;11.53;27.95;1.94
NORDON INDUSTRIAS METALÚRGICAS S.A.;5.46;37930000.0;-136000.0;-7640000.0;1860.0;93.09;-382.32;37950000.0;;-3.89;-1.24;2000.0;4600000.0;-142000.0;0.0;-7.11;0.0;-0.23;-4.74;-23.6;-1.15
CIA SEGUROS ALIANÇA DA BAHIA;33.5;-60520000.0;-719000.0;16239999.999999998;-281000.0;-64.16;3707.08;0.0;;4.39;2.08;438000.0;9290000.0;-6240000.0;311000.0;-1424.66;1.8;1.26;15.85;26.65;2.11
WETZEL;13.3;71730000.0;-245180000.0;24880000.0;44400000.0;15.33;8.59;72110000.0;;-27.37;-48.82;289580000.0;4440000.0;8780000.0;20900000.0;3.03;0.0;-2.29;0.89;-5.81;14.95
EDP - ENERGIAS DO BRASIL S.A.;24.08;9990000000.0;-12300000000.0;593220000.0;5210000000.0;29.74;3.39;12230000000.0;;9.02;1.34;17500000000.0;2790000000.0;4160000000.0;-715080000.0;23.77;5.9;1.3;36.67;18.49;0.66
METISA;79.0;-93920000.0;-502710000.0;94530000.0;223530000.0;30.78;13.02;35750000.0;;18.07;6.01;726240000.0;111800000.0;123150000.0;-29890000.0;16.96;2.22;1.66;7.35;47.51;10.75
BOA VISTA;7.98;-1.14;-371460000.0;285540000.0;483120000.0;56.53;33.41;8430000.0;;4.94;3.19;854580000.0;175510000.0;365060000.0;-61630000.0;42.72;3.18;1.84;14.81;4.34;0.54
CIA CELG DE PARTICIPAÇÕES;44.51;-171540000.0;-309390000.0;21590000.0;218490000.0;41.39;4.09;1690.0;;5.03;0.54;527870000.0;48050000.0;104280000.0;-11740000.0;19.75;0.0;4.92;164.36;9.04;0.27
MODAL MAIS;3.08;-796570000.0;-653140000.0;-72840000.0;675060000.0;50.83;-5.48;0.0;;-10.73;-1.42;1.33;-67870000.0;0.0;60300000.0;0.0;1.42;1.82;-29.78;1.7;-0.1
KARSTEN;18.0;479900000.0;-392440000.0;28480000.0;246410000.0;38.57;4.46;535570000.00000006;;13.22;-4.77;638850000.0;55760000.0;62830000.0;-2620000.0;9.84;0.0;-0.84;3.92;-21.54;4.59
MERCANTIL DO BRASIL FINANCEIRA;15.28;-16239999.999999998;-14060000.0;-3600000.0;33610000.0;70.51;-7.54;0.0;;-3.01;-0.36;47660000.0;-5330000.0;0.0;-2150000.0;0.0;0.0;1.11;-76.53;13.81;-0.2
CIA DISTRIBUIDORA DE GÁS DO RJ;85.0;710960000.0;-4610000000.0;337080000.0;1.53;24.88;5.49;1.2;;32.13;7.01;6140000000.0;921720000.0;1.07;-150270000.0;17.37;1.2;18.43;65.47;4.61;1.3
CEMEPE INVESTIMENTOS S.A.;30.05;0.0;0.0;-88000.0;0.0;0.0;0.0;0.0;;3.8;-0.36;0.0;-236000.0;-36000.0;0.0;0.0;0.0;-4.45;-313.79;-6.75;-0.1
CR2 EMPREENDIMENTOS;16.0;-3970000.0;-2300000.0;-9020000.0;298000.0;11.47;-347.17;0.0;;-11.37;-2.46;2600000.0;-9870000.0;-7960000.0;-147000.0;-306.51;0.0;0.44;-4.42;36.37;-3.62
IGB ELETRÔNICA S/A;175.99;246620000.0;0.0;391240000.0;7270000.0;100.0;5381.57;352010000.0;;-146.76;-10.26;7270000.0;438720000.0;2340000.0;0.0;32.24;0.0;-0.34;0.56;-520.56;312.87
INSTITUTO HERMES PARDINI S.A;20.25;183720000.0;-1.55;147380000.0;557220000.0;26.45;7.0;541330000.0;;14.8;3.78;2110000000.0;280310000.0;438050000.0;-49380000.0;20.8;11.28;5.3;36.76;3.82;0.55
CASAN;9.61;1.67;-890030000.0;89820000.0;665190000.0;42.77;5.78;1.75;;6.49;1.19;1.56;286110000.0;437660000.0;-46170000.0;28.14;0.0;4.69;101.61;2.05;0.09
EDITORA MELHORAMENTOS;46.19;99440000.0;-126870000.0;16700000.0;75540000.0;37.32;8.25;148840000.0;;2.27;0.51;202410000.0;27550000.0;34360000.0;5400000.0;16.97;0.12;0.36;17.72;128.8;2.61
BR MALLS;8.26;1.83;-161030000.0;680610000.0;1.31;89.05;46.28;2810000000.0;;6.28;1.53;1.47;970120000.0;932230000.0;86580000.0;63.39;0.0;0.61;10.91;13.58;0.76
DOMMO ENERGIA;1.76;-77490000.0;-151200000.0;-3670000.0;181360000.0;54.53;-1.1;0.0;;-4.91;-0.35;332560000.0;27150000.0;15790000.0;0.0;4.75;0.0;-1.72;-258.65;-1.03;-0.01
GETNET ADQUIRENCIA E SERVIÇOS S.A.;2.4;608830000.0;-1.96;591320000.0;1.39;41.43;17.64;1.24;;10.57;4.27;3350000000.0;617100000.0;943420000.0;-104140000.0;28.14;0.0;1.24;7.55;1.94;0.32
SUL AMÉRICA;7.43;-13910000000.0;-21000000000.0;181170000.0;931140000.0;4.25;0.83;3060000000.0;;-8.72;1.09;21930000000.0;-733160000.0;-572210000.0;263370000.0;-2.61;0.27;1.13;52.32;6.55;0.14
CELPE;43.0;6970000000.0;-6630000000.0;78000000.0;1.64;19.79;0.94;7890000000.0;6970000000.0;10.41;1.28;8270000000.0;994000000.0;1.38;-14000000.0;16.72;1.39;2.1;41.13;20.47;1.05
TECNOSOLO ENGENHARIA;1.2;33820000.0;0.0;-1160.0;0.0;0.0;0.0;33830000.0;;-3.52;-122.3;0.0;-1160.0;0.0;0.0;0.0;0.0;-8.4;-6.87;-0.14;-0.17
BLUE TECH SOLUTIONS E.Q.I. S.A.;5.14;0.0;0.0;-4670000.0;0.0;0.0;0.0;0.0;;-7.53;-4.1;0.0;-4260000.0;0.0;0.0;0.0;0.0;0.46;-5.62;11.09;-0.92
SCHULZ;27.65;51470000.0;-1.52;317400000.0;603650000.0;28.44;14.95;703250000.0;;19.47;7.05;2120000000.0;409380000.0;470570000.0;-39700000.0;22.17;0.34;8.26;31.13;3.35;0.89
INVESTIMENTOS BEMGE S.A.;11.99;-2000.0;0.0;8790000.0;19220000.0;100.0;45.72;0.0;;9.89;1.46;19220000.0;18030000.0;0.0;-2760000.0;0.0;0.33;0.18;3.22;65.34;3.72
FINANSINOS S.A. - CREDITO FINANC. E INVEST.;14.25;-83000.0;-293000.0;4920000.0;3420000.0;92.18;132.59;0.0;;-8.66;8.92;3710000.0;365000.0;380000.0;1550.0;10.24;0.0;0.96;2.65;14.92;5.38
TEKA;8.23;508840000.0;-221820000.0;-156810000.0;48440000.0;17.92;-58.02;509030000.0;;7.54;-2.06;270260000.0;-106980000.0;-102450000.0;1850.0;-37.91;0.0;0.0;-0.03;-3881.88;-311.64
HERCULES S.A. FABRICA DE TALHERES;96.0;324580000.0;0.0;205650000.0;3330000.0;100.0;6168.36;324580000.0;;391.44;-12.76;3330000.0;2210000.0;1480.0;107170000.0;44.33;0.0;-0.14;0.24;-689.0;403.23
LOCAMERICA;24.15;19470000000.0;-4890000000.0;327650000.0;2720000000.0;35.76;4.3;20160000000.0;;6.33;1.28;7620000000.0;2080000000.0;3200000000.0;-358710000.0;41.98;0.0;1.74;37.5;13.87;0.64
BANCO INTER;3.49;0.0;-361540000.0;-27300000.0;362090000.0;50.04;-3.77;0.0;;-2.03;-0.11;723640000.0;-98570000.0;0.0;71270000.0;0.0;0.0;1.08;864.53;3.22;0.0
CEEE-GT;294.77;1.26;-543890000.0;657840000.0;829730000.0;60.27;47.79;1.65;;25.37;10.37;1.38;1.08;1.1;-307040000.0;79.81;0.0;2.02;3.41;146.02;86.49
BRASIL BROKERS;0.8;-30230000.0;-48900000.0;-78210000.0;69920000.0;58.85;-65.82;0.0;;-309.28;-157.15;118820000.0;-63500000.0;-65280000.0;-353000.0;-54.94;0.0;5.14;-1.36;0.16;-0.59
CESP;25.0;-2870000000.0;718440000.0;424710000.0;658670000.0;35.77;23.06;2270000000.0;-2870000000.0;9.05;1.14;1.84;1.1;-1.27;-82100000.0;-68.71;0.0;0.91;2.85;27.56;8.77
MOSAICO - ZOOM;8.24;-539080000.0;-23060000.0;32310000.000000004;196040000.0;89.47;14.74;0.0;;0.25;1.53;219110000.0;13650000.0;22080000.0;11990000.0;10.08;0.0;1.56;32.29;5.29;0.26
FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A.;10.9;-387290000.0;-1.47;40850000.0;107830000.0;6.82;2.58;37910000.0;;3.8;1.33;1.58;55680000.0;60460000.0;-16640000.0;3.83;0.0;0.99;23.91;11.02;0.46
ENCORPAR;90.25;-765000.0;0.0;-17370000.0;0.0;0.0;0.0;0.0;;-7.36;-12.28;0.0;-10020000.0;-160000.0;-396000.0;0.0;0.0;1.21;-9.87;74.46;-9.14
NOTRE DAME INTERMÉDICA;0.0;1.95;-9880000000.0;-11440000.0;2250000000.0;18.55;-0.09;3780000000.0;;2.22;-0.04;12130000000.0;397570000.0;776200000.0;-155610000.0;6.4;0.0;0.0;0.0;0.0;0.0
LOJAS AMERICANAS;15.08;-9910000000.0;-17380000000.0;649050000.0;8520000000.0;32.9;2.51;0.0;;5.87;4.04;25900000000.0;1.13;2750000000.0;184060000.0;10.61;0.0;1.77;48.39;8.52;0.31
IGUATEMI;29.49;1.93;-437660000.0;233570000.0;648570000.0;59.71;21.5;3090000000.0;;7.14;1.62;1.09;537560000.0;706330000.0;-24140000.0;65.03;0.0;1.25;22.52;23.52;1.31
CIA HERING;38.52;51630000.0;-866800000.0;141050000.0;591910000.0;40.58;9.67;202010000.0;;-7.32;8.27;1.46;-8620000.0;78430000.0;130900000.0;5.38;0.0;3.67;104.77;10.49;0.37
TERRA SANTA AGRO;22.43;862770000.0;-1.16;-104510000.0;218740000.0;15.86;-7.58;892460000.0;;3.94;-12.18;1.38;129560000.0;205120000.0;60670000.0;14.87;0.0;0.76;-6.21;29.64;-3.61
B2W DIGITAL;14.67;-2280000000.0;-8119999999.999999;-266410000.00000003;3250000000.0;28.59;-2.34;5070000000.0;;0.6;-2.89;11370000000.0;127480000.0;865570000.0;41390000.0;7.61;0.0;0.89;-30.84;16.48;-0.48
LINX;37.34;-223210000.0;-280430000.0;-77890000.0;617540000.0;68.77;-8.67;361810000.0;;-2.26;-4.81;897970000.0;-43070000.0;119850000.0;1760.0;13.35;0.0;4.37;-90.8;8.55;-0.41
SMILES;22.4;-64720000.0;-97850000.0;257990000.0;562480000.0;85.18;39.07;0.0;;24.47;37.96;660330000.0;273540000.0;305160000.0;-107240000.0;46.21;0.0;4.09;10.78;5.47;2.08
MMX MINERAÇÃO E METÁLICOS S.A.;14.0;269670000.0;0.0;-41950000.0;0.0;0.0;0.0;269960000.0;;0.28;-4.97;0.0;-510000.0;140000.0;-1090.0;0.0;0.0;-0.11;-2.17;-130.13;-6.46
BIOSEV;9.0;-981610000.0;-7650000000.0;898230000.0;4330000000.0;41.93;8.7;0.0;;-158.32;-22.35;10330000000.0;1.73;6580000000.0;-387770000.0;63.73;0.0;-10.84;10.22;-0.83;0.88
BANCO BANPARA;132.71;-1.36;-1.26;238000000.0;1.58;55.65;8.39;0.0;;14.62;3.56;2840000000.0;403400000.0;0.0;-155010000.0;0.0;2.34;0.74;9.73;178.47;13.64
FERROVIA CENTRO-ATLÂNTICA S.A.;5.0;885200000.0;-3120000000.0;-2260000000.0;176990000.0;5.37;-68.65;1.11;;-65.71;-22.7;3290000000.0;-1.53;-450140000.0;-457660000.0;-13.67;0.0;0.37;-0.32;13.37;-15.83
METALGRÁFICA IGUAÇU S.A.;5.21;-62930000.0;-175450000.0;-30750000.0;26570000.0;13.15;-15.22;0.0;;-3.31;-4.82;202020000.0;-21250000.0;-13970000.0;2200000.0;-6.92;0.0;0.0;-0.06;2936.08;-85.35
TREVISA;0.33;-3470000.0;-94340000.0;14650000.0;40570000.0;30.07;10.86;5430000.0;;11.35;3.32;134900000.0;22670000.0;36750000.0;-8870000.0;27.24;0.0;0.06;0.47;5.59;0.71
TEKNO S.A.;56.88;-29660000.0;-219170000.0;29120000.0;57210000.0;20.7;10.54;2480000.0;;12.5;2.72;276380000.0;39580000.0;36140000.0;-5210000.0;13.08;0.0;0.62;5.76;92.42;9.88
MANGELS INDUSTRIAL;74.1;560010000.0;-838680000.0;222250000.0;120040000.0;12.52;23.18;646320000.0;;-11.53;-163.63;958730000.0;86040000.0;106320000.0;164290000.0;11.09;0.0;13.35;1.93;5.55;38.43
